tweet_id,airline,airline_sentiment,word,sentiment
2771,United,negative,free,positive
2772,United,positive,cute,positive
2773,United,negative,worst,negative
2773,United,negative,beware,negative
2774,United,negative,free,positive
2775,United,negative,fine,positive
2777,United,neutral,terrible,negative
2779,United,negative,refuse,negative
2779,United,negative,bs,negative
2781,United,positive,miss,negative
2782,United,negative,gold,positive
2783,United,negative,delayed,negative
2785,United,negative,issue,negative
2785,United,negative,warning,negative
2786,United,negative,miss,negative
2786,United,negative,fail,negative
2787,United,negative,unacceptable,negative
2789,United,negative,delays,negative
2789,United,negative,beg,negative
2791,United,negative,super,positive
2791,United,negative,lame,negative
2794,United,negative,timely,positive
2795,United,negative,cold,negative
2796,United,neutral,complaint,negative
2797,United,negative,miss,negative
2797,United,negative,cool,positive
2800,United,positive,appreciated,positive
2802,United,negative,complaint,negative
2802,United,negative,refund,positive
2803,United,negative,frustrated,negative
2804,United,neutral,benefits,positive
2807,United,negative,love,positive
2807,United,negative,horrible,negative
2807,United,negative,worse,negative
2809,United,positive,helped,positive
2809,United,positive,awesomeness,positive
2810,United,negative,lost,negative
2812,United,negative,worth,positive
2813,United,neutral,warning,negative
2815,United,negative,harsh,negative
2816,United,negative,miss,negative
2817,United,negative,waste,negative
2817,United,negative,disappointing,negative
2818,United,negative,complaints,negative
2821,United,negative,terribly,negative
2821,United,negative,disappointed,negative
2821,United,negative,delayed,negative
2821,United,negative,helpful,positive
2824,United,neutral,refunded,positive
2824,United,neutral,refunded,positive
2825,United,negative,delayed,negative
2825,United,negative,impressed,positive
2826,United,negative,randomly,negative
2828,United,negative,delay,negative
2828,United,negative,vomit,negative
2828,United,negative,properly,positive
2829,United,negative,disappointment,negative
2831,United,negative,delaying,negative
2831,United,negative,vomit,negative
2831,United,negative,properly,positive
2833,United,negative,mad,negative
2835,United,negative,refund,positive
2835,United,negative,denied,negative
2837,United,neutral,correct,positive
2840,United,negative,glitch,negative
2843,United,negative,troubles,negative
2846,United,negative,terrible,negative
2846,United,negative,discrimination,negative
2846,United,negative,delays,negative
2847,United,neutral,delays,negative
2848,United,negative,lost,negative
2848,United,negative,cranky,negative
2849,United,positive,incredibly,positive
2849,United,positive,happy,positive
2849,United,positive,fast,positive
2851,United,negative,easier,positive
2852,United,positive,perfect,positive
2855,United,negative,excellent,positive
2855,United,negative,freezing,negative
2856,United,negative,crap,negative
2858,United,positive,issue,negative
2858,United,positive,concern,negative
2861,United,negative,issue,negative
2861,United,negative,positive,positive
2861,United,negative,enjoyable,positive
2862,United,negative,upset,negative
2863,United,negative,unnerving,negative
2865,United,negative,worst,negative
2865,United,negative,enjoy,positive
2865,United,negative,free,positive
2867,United,positive,morons,negative
2868,United,negative,broken,negative
2871,United,negative,fair,positive
2871,United,negative,delay,negative
2873,United,negative,worst,negative
2877,United,negative,lie,negative
2879,United,negative,refund,positive
2879,United,negative,lying,negative
2880,United,negative,splitting,negative
2881,United,negative,refund,positive
2882,United,negative,refund,positive
2882,United,negative,cold,negative
2883,United,negative,failed,negative
2884,United,positive,pleasure,positive
2884,United,positive,relief,positive
2886,United,negative,awful,negative
2886,United,negative,bumping,negative
2886,United,negative,ridiculous,negative
2888,United,neutral,winners,positive
2888,United,neutral,losers,negative
2890,United,neutral,enjoy,positive
2890,United,neutral,warmth,positive
2892,United,positive,prompt,positive
2892,United,positive,enjoy,positive
2892,United,positive,bug,negative
2894,United,positive,missed,negative
2897,United,positive,prompt,positive
2898,United,negative,delayed,negative
2898,United,negative,miss,negative
2898,United,negative,lost,negative
2898,United,negative,clean,positive
2900,United,negative,hell,negative
2900,United,negative,expire,negative
2900,United,negative,free,positive
2901,United,positive,timely,positive
2902,United,neutral,depression,negative
2903,United,negative,lost,negative
2904,United,negative,inaccurate,negative
2904,United,negative,misleading,negative
2908,United,neutral,cheer,positive
2912,United,negative,delay,negative
2914,United,positive,wonderful,positive
2917,United,positive,smoothest,positive
2918,United,negative,joke,negative
2919,United,negative,suck,negative
2921,United,negative,abuse,negative
2921,United,negative,expensive,negative
2921,United,negative,privilege,positive
2926,United,negative,accurate,positive
2926,United,negative,delayed,negative
2927,United,negative,lost,negative
2927,United,negative,fast,positive
2929,United,negative,disappointing,negative
2930,United,negative,delay,negative
2930,United,negative,gold,positive
2932,United,negative,scam,negative
2932,United,negative,shit,negative
2932,United,negative,hung,negative
2933,United,negative,frustration,negative
2933,United,negative,ridiculous,negative
2934,United,negative,nice,positive
2934,United,negative,worth,positive
2934,United,negative,free,positive
2935,United,negative,unresolved,negative
2938,United,negative,accurate,positive
2939,United,negative,narrower,negative
2939,United,negative,bloated,negative
2940,United,negative,lack,negative
2940,United,negative,ridiculous,negative
2941,United,negative,delayed,negative
2941,United,negative,tired,negative
2941,United,negative,delays,negative
2942,United,positive,patiently,positive
2946,United,negative,free,positive
2946,United,negative,broken,negative
2948,United,positive,hot,positive
2949,United,neutral,worth,positive
2950,United,neutral,fans,positive
2950,United,neutral,safe,positive
2953,United,positive,love,positive
2953,United,positive,issue,negative
2953,United,positive,refund,positive
2953,United,positive,denied,negative
2954,United,negative,worst,negative
2955,United,negative,overkill,negative
2957,United,neutral,issues,negative
2959,United,neutral,refund,positive
2960,United,negative,aggravation,negative
2966,United,negative,issue,negative
2967,United,negative,miss,negative
2968,United,negative,bankrupt,negative
2968,United,negative,delayed,negative
2968,United,negative,miss,negative
2969,United,negative,delayed,negative
2969,United,negative,fail,negative
2970,United,negative,confusion,negative
2974,United,negative,chill,negative
2974,United,negative,trouble,negative
2974,United,negative,losing,negative
2974,United,negative,burn,negative
2974,United,negative,warmth,positive
2977,United,negative,delayed,negative
2977,United,negative,disaster,negative
2979,United,negative,helpful,positive
2981,United,negative,delayed,negative
2981,United,negative,super,positive
2981,United,negative,rude,negative
2983,United,negative,worse,negative
2983,United,negative,delayed,negative
2984,United,negative,broken,negative
2985,United,negative,terrible,negative
2988,United,negative,doubt,negative
2988,United,negative,worst,negative
2989,United,negative,refund,positive
2989,United,negative,ruined,negative
2991,United,negative,wonderful,positive
2991,United,negative,disappointed,negative
2992,United,negative,delaying,negative
2992,United,negative,terrible,negative
2993,United,negative,refund,positive
2994,United,negative,amazing,positive
2995,United,negative,hate,negative
2995,United,negative,annoyed,negative
2997,United,negative,stuck,negative
3001,United,negative,terrible,negative
3001,United,negative,terrible,negative
3002,United,negative,sucks,negative
3002,United,negative,shit,negative
3004,United,neutral,breakdown,negative
3006,United,negative,messed,negative
3006,United,negative,terrible,negative
3006,United,negative,disappointed,negative
3007,United,negative,joke,negative
3011,United,negative,wow,positive
3012,United,neutral,hug,positive
3013,United,negative,worst,negative
3014,United,negative,clean,positive
3014,United,negative,lovely,positive
3014,United,negative,lie,negative
3015,United,negative,delay,negative
3017,United,neutral,concerned,negative
3018,United,negative,guilty,negative
3020,United,negative,upset,negative
3020,United,negative,honest,positive
3021,United,positive,enjoyed,positive
3021,United,positive,missed,negative
3022,United,positive,accurate,positive
3023,United,negative,stuck,negative
3023,United,negative,upset,negative
3025,United,negative,honest,positive
3029,United,negative,helpful,positive
3029,United,negative,shrug,negative
3030,United,negative,funny,negative
3031,United,negative,inconvenience,negative
3034,United,negative,free,positive
3034,United,negative,lose,negative
3036,United,positive,compliment,positive
3039,United,neutral,correct,positive
3043,United,negative,mysteriously,negative
3044,United,negative,frustrated,negative
3045,United,negative,thinner,positive
3045,United,negative,jam,negative
3045,United,negative,happy,positive
3048,United,negative,glitch,negative
3049,United,positive,spite,negative
3049,United,positive,delay,negative
3049,United,positive,wonderful,positive
3050,United,negative,hard,negative
3050,United,negative,delayed,negative
3050,United,negative,issues,negative
3052,United,negative,miss,negative
3053,United,negative,worst,negative
3053,United,negative,rude,negative
3053,United,negative,delayed,negative
3053,United,negative,worse,negative
3054,United,negative,hell,negative
3054,United,negative,worst,negative
3055,United,negative,worst,negative
3058,United,negative,damage,negative
3058,United,negative,worst,negative
3058,United,negative,missed,negative
3059,United,negative,premier,positive
3059,United,negative,love,positive
3061,United,negative,disappointed,negative
3063,United,negative,unacceptable,negative
3065,United,negative,fail,negative
3065,United,negative,delaying,negative
3065,United,negative,miss,negative
3065,United,negative,unreal,positive
3066,United,negative,worst,negative
3066,United,negative,support,positive
3066,United,negative,nightmare,negative
3067,United,neutral,recommend,positive
3068,United,negative,delayed,negative
3068,United,negative,miss,negative
3069,United,negative,delayed,negative
3070,United,negative,impossible,negative
3071,United,positive,kudos,positive
3072,United,positive,awesome,positive
3073,United,negative,stuck,negative
3073,United,negative,fail,negative
3074,United,negative,despise,negative
3076,United,positive,amazing,positive
3076,United,positive,wonderful,positive
3077,United,negative,joke,negative
3079,United,negative,fantastic,positive
3079,United,negative,denied,negative
3080,United,negative,delay,negative
3080,United,negative,poor,negative
3080,United,negative,worse,negative
3080,United,negative,confrontational,negative
3080,United,negative,cool,positive
3081,United,negative,angry,negative
3081,United,negative,disappointed,negative
3083,United,negative,disappointed,negative
3084,United,neutral,dawn,positive
3085,United,negative,refund,positive
3085,United,negative,bad,negative
3086,United,positive,wonderful,positive
3088,United,negative,rectify,positive
3088,United,negative,complaints,negative
3089,United,positive,beautiful,positive
3090,United,negative,top,positive
3092,United,negative,faster,positive
3093,United,neutral,impressed,positive
3095,United,negative,delay,negative
3095,United,negative,rude,negative
3095,United,negative,reclaim,positive
3095,United,negative,inefficient,negative
3096,United,negative,worst,negative
3096,United,negative,angry,negative
3096,United,negative,drunk,negative
3099,United,negative,trust,positive
3100,United,negative,unfortunate,negative
3100,United,negative,bad,negative
3100,United,negative,luck,positive
3100,United,negative,issue,negative
3101,United,negative,shame,negative
3101,United,negative,absurd,negative
3102,United,negative,bad,negative
3103,United,negative,lousy,negative
3104,United,positive,appreciated,positive
3105,United,negative,transparent,positive
3107,United,negative,dying,negative
3107,United,negative,shameful,negative
3108,United,neutral,impending,negative
3109,United,negative,dissatisfaction,negative
3110,United,positive,prompt,positive
3110,United,positive,helpful,positive
3110,United,positive,courteous,positive
3111,United,negative,dissatisfaction,negative
3112,United,negative,die,negative
3115,United,negative,uncaring,negative
3115,United,negative,helpful,positive
3117,United,negative,inexcusable,negative
3118,United,positive,upgraded,positive
3121,United,negative,happy,positive
3121,United,negative,worst,negative
3122,United,negative,delays,negative
3123,United,negative,fib,negative
3123,United,negative,honest,positive
3127,United,negative,rapid,positive
3127,United,negative,wonderful,positive
3128,United,negative,mess,negative
3129,United,negative,delayed,negative
3129,United,negative,frustrating,negative
3129,United,negative,unable,negative
3129,United,negative,decent,positive
3131,United,positive,awesome,positive
3133,United,negative,bug,negative
3136,United,negative,delay,negative
3136,United,negative,delay,negative
3136,United,negative,unacceptable,negative
3136,United,negative,blame,negative
3139,United,positive,awesome,positive
3142,United,negative,bs,negative
3143,United,positive,fave,positive
3144,United,negative,honest,positive
3148,United,neutral,delays,negative
3149,United,neutral,redeem,positive
3150,United,negative,bad,negative
3157,United,negative,nice,positive
3157,United,negative,humor,positive
3157,United,negative,safely,positive
3158,United,neutral,soft,positive
3160,United,negative,helped,positive
3162,United,negative,delay,negative
3162,United,negative,issue,negative
3163,United,negative,ruining,negative
3163,United,negative,delayed,negative
3164,United,negative,unknown,negative
3164,United,negative,tolerable,positive
3166,United,negative,losing,negative
3166,United,negative,trust,positive
3168,United,positive,kudos,positive
3168,United,positive,excellent,positive
3171,United,negative,delayed,negative
3171,United,negative,missed,negative
3171,United,negative,breakup,negative
3172,United,negative,complaint,negative
3173,United,negative,cool,positive
3174,United,negative,freaking,negative
3174,United,negative,worthless,negative
3174,United,negative,hate,negative
3175,United,negative,shameful,negative
3176,United,negative,missed,negative
3176,United,negative,shameful,negative
3177,United,neutral,premier,positive
3178,United,negative,fantastic,positive
3178,United,negative,delayed,negative
3181,United,neutral,spook,negative
3181,United,neutral,scare,negative
3182,United,negative,missed,negative
3182,United,negative,delayed,negative
3186,United,negative,stuck,negative
3187,United,negative,bad,negative
3187,United,negative,aweful,negative
3187,United,negative,disappointed,negative
3188,United,negative,freezing,negative
3190,United,negative,progress,positive
3191,United,negative,nice,positive
3192,United,negative,poor,negative
3192,United,negative,ridiculous,negative
3193,United,negative,cold,negative
3194,United,negative,broke,negative
3194,United,negative,refuses,negative
3196,United,negative,freezing,negative
3196,United,negative,crappy,negative
3198,United,negative,bad,negative
3198,United,negative,waste,negative
3199,United,positive,lost,negative
3201,United,neutral,cleared,positive
3202,United,negative,delayed,negative
3203,United,negative,timely,positive
3203,United,negative,delayed,negative
3203,United,negative,awful,negative
3205,United,negative,missed,negative
3206,United,negative,valuable,positive
3206,United,negative,hard,negative
3206,United,negative,nice,positive
3207,United,negative,worst,negative
3207,United,negative,denied,negative
3207,United,negative,hard,negative
3208,United,negative,wrong,negative
3209,United,negative,bad,negative
3209,United,negative,delayed,negative
3209,United,negative,delay,negative
3211,United,negative,delayed,negative
3212,United,neutral,cheap,negative
3214,United,negative,embarrassing,negative
3216,United,negative,cheaper,positive
3216,United,negative,unhappy,negative
3216,United,negative,ripoff,negative
3217,United,negative,properly,positive
3220,United,negative,delayed,negative
3220,United,negative,delayed,negative
3220,United,negative,delayed,negative
3220,United,negative,ready,positive
3220,United,negative,ready,positive
3221,United,negative,award,positive
3222,United,neutral,premier,positive
3223,United,negative,falls,negative
3223,United,negative,painful,negative
3226,United,negative,delayed,negative
3229,United,negative,crazy,negative
3230,United,negative,delay,negative
3230,United,negative,delay,negative
3230,United,negative,delays,negative
3231,United,negative,delay,negative
3231,United,negative,mess,negative
3232,United,negative,cloud,negative
3232,United,negative,delayed,negative
3232,United,negative,delays,negative
3233,United,negative,worse,negative
3233,United,negative,delayed,negative
3234,United,negative,top,positive
3236,United,negative,stuck,negative
3236,United,negative,failure,negative
3239,United,negative,delay,negative
3239,United,negative,break,negative
3241,United,negative,illiterate,negative
3241,United,negative,magic,positive
3242,United,negative,worst,negative
3242,United,negative,nasty,negative
3242,United,negative,delayed,negative
3242,United,negative,broken,negative
3244,United,negative,confused,negative
3244,United,negative,delays,negative
3245,United,positive,wonderful,positive
3245,United,positive,lost,negative
3246,United,negative,broken,negative
3246,United,negative,miss,negative
3248,United,neutral,fun,positive
3249,United,negative,lost,negative
3251,United,negative,downgrade,negative
3252,United,negative,broken,negative
3254,United,positive,funny,negative
3255,United,negative,broken,negative
3257,United,positive,issue,negative
3259,United,negative,swindle,negative
3261,United,negative,refund,positive
3262,United,negative,regret,negative
3263,United,negative,disappoint,negative
3263,United,negative,fail,negative
3264,United,negative,wasted,negative
3266,United,negative,slower,negative
3268,United,negative,wasting,negative
3268,United,negative,frustrated,negative
3271,United,negative,sucks,negative
3272,United,negative,delays,negative
3272,United,negative,issues,negative
3272,United,negative,falling,negative
3273,United,negative,capable,positive
3274,United,negative,delayed,negative
3274,United,negative,frustrating,negative
3275,United,negative,impatience,negative
3275,United,negative,untruthful,negative
3275,United,negative,proper,positive
3277,United,positive,appreciated,positive
3280,United,positive,fair,positive
3280,United,positive,rant,negative
3282,United,negative,hard,negative
3282,United,negative,worse,negative
3284,United,positive,happy,positive
3285,United,negative,friendly,positive
3288,United,negative,promise,positive
3288,United,negative,fun,positive
3292,United,negative,delayed,negative
3292,United,negative,trouble,negative
3294,United,positive,positive,positive
3294,United,positive,delay,negative
3296,United,positive,strong,positive
3297,United,negative,delayed,negative
3298,United,positive,disregard,negative
3299,United,positive,excited,positive
3299,United,positive,woo,positive
3300,United,negative,joke,negative
3301,United,negative,concerned,negative
3302,United,positive,perfect,positive
3303,United,negative,complaining,negative
3304,United,negative,smiling,positive
3305,United,negative,worst,negative
3305,United,negative,delays,negative
3305,United,negative,loses,negative
3305,United,negative,top,positive
3306,United,neutral,delay,negative
3307,United,negative,prefer,positive
3307,United,negative,complaints,negative
3308,United,negative,bother,negative
3310,United,negative,worst,negative
3310,United,negative,premier,positive
3312,United,negative,bad,negative
3314,United,neutral,rude,negative
3315,United,negative,hung,negative
3317,United,negative,delaying,negative
3317,United,negative,horrible,negative
3320,United,negative,atrocious,negative
3324,United,neutral,issue,negative
3325,United,negative,denied,negative
3325,United,negative,hung,negative
3326,United,negative,disgusting,negative
3327,United,negative,wasted,negative
3329,United,neutral,elite,positive
3338,United,positive,cool,positive
3341,United,positive,pleasantly,positive
3341,United,positive,friendly,positive
3341,United,positive,love,positive
3343,United,negative,rude,negative
3343,United,negative,grouchy,negative
3343,United,negative,lousy,negative
3345,United,negative,delayed,negative
3345,United,negative,delays,negative
3348,United,negative,lost,negative
3352,United,neutral,cool,positive
3352,United,neutral,chill,negative
3355,United,negative,shame,negative
3357,United,negative,flexibility,positive
3357,United,negative,compassion,positive
3358,United,negative,incorrect,negative
3362,United,negative,wasting,negative
3364,United,negative,support,positive
3365,United,negative,refund,positive
3366,United,negative,delay,negative
3371,United,negative,delayed,negative
3374,United,neutral,refunded,positive
3378,United,negative,lost,negative
3384,United,negative,delayed,negative
3385,United,negative,freaking,negative
3385,United,negative,frustrated,negative
3387,United,negative,denied,negative
3388,United,neutral,complain,negative
3388,United,neutral,refund,positive
3391,United,neutral,pricey,negative
3392,United,negative,awful,negative
3395,United,neutral,superior,positive
3396,United,negative,cloud,negative
3397,United,positive,promptly,positive
3399,United,neutral,death,negative
3401,United,negative,crash,negative
3401,United,negative,consistently,positive
3401,United,negative,crashes,negative
3402,United,negative,abused,negative
3408,United,positive,excellent,positive
3408,United,positive,friendly,positive
3410,United,neutral,crashing,negative
3411,United,negative,delayed,negative
3412,United,negative,pretend,negative
3413,United,neutral,ailing,negative
3414,United,negative,greedy,negative
3414,United,negative,heartless,negative
3415,United,negative,lacking,negative
3417,United,negative,refund,positive
3418,United,negative,absurd,negative
3422,United,neutral,award,positive
3424,United,negative,delayed,negative
3424,United,negative,dumb,negative
3424,United,negative,delay,negative
3425,United,neutral,ailing,negative
3432,United,negative,disappointed,negative
3432,United,negative,delay,negative
3432,United,negative,cramped,negative
3433,United,negative,joke,negative
3433,United,negative,hang,negative
3434,United,negative,hung,negative
3435,United,positive,glad,positive
3437,United,positive,sweaty,negative
3437,United,positive,cold,negative
3438,United,negative,lost,negative
3439,United,neutral,supported,positive
3441,United,positive,super,positive
3441,United,positive,helpful,positive
3443,United,neutral,love,positive
3445,United,negative,loyal,positive
3448,United,positive,cheap,negative
3449,United,negative,premier,positive
3452,United,negative,correct,positive
3452,United,negative,incorrectly,negative
3457,United,negative,trick,negative
3457,United,negative,popular,positive
3457,United,negative,worst,negative
3458,United,negative,refund,positive
3460,United,negative,lost,negative
3462,United,negative,refund,positive
3462,United,negative,inconvenience,negative
3462,United,negative,missed,negative
3463,United,neutral,fans,positive
3464,United,neutral,fans,positive
3465,United,negative,delayed,negative
3468,United,neutral,incompetent,negative
3469,United,negative,losing,negative
3469,United,negative,idiots,negative
3469,United,negative,priceless,positive
3470,United,negative,furious,negative
3471,United,negative,hung,negative
3471,United,negative,hell,negative
3472,United,negative,unavailable,negative
3472,United,negative,errors,negative
3473,United,negative,obsolete,negative
3473,United,negative,promises,positive
3473,United,negative,free,positive
3475,United,neutral,concerned,negative
3481,United,negative,properly,positive
3483,United,negative,irritating,negative
3483,United,negative,unable,negative
3484,United,negative,delay,negative
3485,United,negative,stranger,negative
3487,United,negative,refund,positive
3487,United,negative,approve,positive
3488,United,neutral,error,negative
3490,United,negative,lost,negative
3491,United,negative,err,negative
3493,United,negative,appreciated,positive
3494,United,negative,helpful,positive
3494,United,negative,failed,negative
3494,United,negative,helpful,positive
3497,United,negative,miss,negative
3499,United,negative,complaint,negative
3500,United,negative,hell,negative
3501,United,negative,worried,negative
3501,United,negative,cold,negative
3501,United,negative,delay,negative
3502,United,negative,bad,negative
3503,United,neutral,refund,positive
3507,United,neutral,losing,negative
3508,United,positive,fine,positive
3511,United,negative,lied,negative
3511,United,negative,hung,negative
3512,United,positive,bumped,negative
3512,United,positive,love,positive
3513,United,negative,hung,negative
3520,United,negative,loses,negative
3520,United,negative,loses,negative
3521,United,negative,fine,positive
3521,United,negative,lost,negative
3524,United,negative,promised,positive
3525,United,negative,unacceptable,negative
3526,United,negative,unhappy,negative
3530,United,negative,discouraging,negative
3531,United,neutral,fresh,positive
3533,United,negative,unavailable,negative
3534,United,negative,error,negative
3536,United,negative,horrible,negative
3536,United,negative,miss,negative
3536,United,negative,respect,positive
3537,United,negative,disappointed,negative
3537,United,negative,rude,negative
3538,United,negative,sucks,negative
3538,United,negative,cheap,negative
3541,United,neutral,fresh,positive
3542,United,negative,threat,negative
3542,United,negative,sue,negative
3542,United,negative,free,positive
3544,United,negative,belligerent,negative
3544,United,negative,jerk,negative
3544,United,negative,ranting,negative
3544,United,negative,sue,negative
3545,United,negative,worst,negative
3545,United,negative,amazing,positive
3546,United,positive,helping,positive
3546,United,positive,amazing,positive
3546,United,positive,accomplished,positive
3549,United,neutral,favorite,positive
3550,United,negative,funny,negative
3550,United,negative,recommended,positive
3556,United,negative,delayed,negative
3556,United,negative,issues,negative
3558,United,negative,reward,positive
3559,United,positive,win,positive
3561,United,negative,complaint,negative
3562,United,neutral,delays,negative
3563,United,negative,horrific,negative
3564,United,positive,lifesaver,positive
3572,United,negative,illegal,negative
3572,United,negative,breach,negative
3573,United,negative,issues,negative
3573,United,negative,worth,positive
3573,United,negative,headache,negative
3575,United,neutral,premier,positive
3581,United,negative,conflict,negative
3581,United,negative,issue,negative
3582,United,negative,lost,negative
3585,United,negative,pretty,positive
3586,United,negative,delayed,negative
3586,United,negative,miss,negative
3588,United,negative,hung,negative
3588,United,negative,upset,negative
3593,United,negative,despicable,negative
3594,United,negative,stuck,negative
3595,United,negative,funny,negative
3596,United,positive,easiest,positive
3596,United,positive,woo,positive
3597,United,neutral,redeem,positive
3599,United,negative,lying,negative
3599,United,negative,broken,negative
3599,United,negative,classy,positive
3600,United,negative,break,negative
3600,United,negative,delayed,negative
3602,United,neutral,worth,positive
3604,United,negative,delayed,negative
3606,United,negative,delay,negative
3606,United,negative,delayed,negative
3607,United,positive,love,positive
3608,United,neutral,premier,positive
3611,United,negative,worst,negative
3611,United,negative,lost,negative
3613,United,negative,fail,negative
3613,United,negative,frustrated,negative
3615,United,negative,screwed,negative
3615,United,negative,innovation,positive
3617,United,negative,negative,negative
3617,United,negative,wasting,negative
3618,United,positive,awesome,positive
3618,United,positive,bright,positive
3618,United,positive,vibrant,positive
3619,United,positive,worries,negative
3625,United,negative,simplify,positive
3626,United,positive,fantastic,positive
3630,United,neutral,nice,positive
3631,United,negative,expired,negative
3632,United,negative,stall,negative
3635,United,negative,worst,negative
3635,United,negative,lost,negative
3635,United,negative,delayed,negative
3638,United,positive,favorite,positive
3638,United,positive,magic,positive
3639,United,positive,wonderful,positive
3640,United,positive,excellent,positive
3642,United,positive,exceptional,positive
3645,United,neutral,worries,negative
3647,United,neutral,delayed,negative
3648,United,neutral,cool,positive
3650,United,neutral,delayed,negative
3652,United,neutral,complain,negative
3654,United,negative,lost,negative
3659,United,positive,peace,positive
3660,United,positive,funny,negative
3660,United,positive,worries,negative
3661,United,negative,concerns,negative
3661,United,negative,improve,positive
3661,United,negative,poor,negative
3662,United,negative,shocked,negative
3664,United,negative,enjoyable,positive
3664,United,negative,stuck,negative
3666,United,positive,appreciated,positive
3676,United,negative,frustrated,negative
3676,United,negative,promised,positive
3677,United,negative,love,positive
3677,United,negative,delayed,negative
3677,United,negative,delayed,negative
3679,United,negative,unhappy,negative
3679,United,negative,delayed,negative
3680,United,neutral,redeem,positive
3683,United,negative,top,positive
3683,United,negative,delays,negative
3685,United,negative,understandable,positive
3685,United,negative,delayed,negative
3685,United,negative,crazy,negative
3686,United,positive,faster,positive
3689,United,neutral,understandable,positive
3690,United,positive,awesome,positive
3692,United,negative,correct,positive
3693,United,negative,missed,negative
3693,United,negative,nonexistent,negative
3693,United,negative,hurt,negative
3698,United,negative,insufficient,negative
3699,United,negative,fun,positive
3699,United,negative,sick,negative
3700,United,positive,blame,negative
3701,United,negative,funny,negative
3703,United,negative,annoying,negative
3704,United,neutral,patiently,positive
3705,United,negative,blame,negative
3705,United,negative,drunk,negative
3705,United,negative,overpriced,negative
3706,United,negative,frustrated,negative
3707,United,negative,patient,positive
3707,United,negative,luxurious,positive
3707,United,negative,delayed,negative
3708,United,negative,patient,positive
3710,United,negative,patient,positive
3710,United,negative,bad,negative
3712,United,neutral,tough,positive
3712,United,neutral,complaint,negative
3714,United,negative,patient,positive
3714,United,negative,refused,negative
3715,United,negative,error,negative
3717,United,negative,delay,negative
3719,United,negative,frustrated,negative
3719,United,negative,patience,positive
3719,United,negative,lovely,positive
3721,United,negative,sad,negative
3722,United,negative,creative,positive
3723,United,positive,pretty,positive
3723,United,positive,nice,positive
3726,United,negative,beneficial,positive
3726,United,negative,loyal,positive
3727,United,negative,blah,negative
3727,United,negative,blah,negative
3727,United,negative,blah,negative
3730,United,positive,love,positive
3732,United,negative,issues,negative
3732,United,negative,hates,negative
3736,United,negative,gold,positive
3737,United,negative,frozen,negative
3738,United,positive,fantastic,positive
3738,United,positive,jam,negative
3738,United,positive,wonderful,positive
3739,United,negative,fail,negative
3742,United,positive,heaven,positive
3743,United,negative,poor,negative
3743,United,negative,cry,negative
3745,United,negative,miss,negative
3745,United,negative,delay,negative
3750,United,negative,stunned,positive
3754,United,positive,helpful,positive
3755,United,negative,delayed,negative
3756,United,negative,guarantee,positive
3756,United,negative,honor,positive
3757,United,negative,delayed,negative
3757,United,negative,upset,negative
3757,United,negative,disappointed,negative
3760,United,negative,frustrating,negative
3762,United,negative,delayed,negative
3764,United,negative,lost,negative
3764,United,negative,absurd,negative
3766,United,negative,delayed,negative
3768,United,negative,ridiculous,negative
3769,United,negative,nonexistent,negative
3770,United,negative,lost,negative
3771,United,positive,sweet,positive
3773,United,positive,delayed,negative
3775,United,negative,refused,negative
3775,United,negative,fail,negative
3776,United,negative,lost,negative
3777,United,neutral,dispute,negative
3778,United,negative,promised,positive
3778,United,negative,free,positive
3779,United,negative,nice,positive
3779,United,negative,delays,negative
3782,United,negative,worst,negative
3784,United,negative,delayed,negative
3786,United,neutral,bonus,positive
3787,United,negative,trust,positive
3790,United,negative,miss,negative
3791,United,negative,incredibly,positive
3791,United,negative,loud,negative
3793,United,positive,amazing,positive
3795,United,positive,stellar,positive
3796,United,negative,friendly,positive
3797,United,negative,warm,positive
3797,United,negative,delayed,negative
3797,United,negative,frozen,negative
3798,United,negative,lose,negative
3799,United,positive,nicest,positive
3799,United,positive,delays,negative
3799,United,positive,pleasant,positive
3800,United,negative,delay,negative
3800,United,negative,killing,negative
3801,United,negative,confident,positive
3801,United,negative,wrong,negative
3802,United,neutral,awesome,positive
3803,United,negative,grand,positive
3804,United,negative,refund,positive
3806,United,negative,confuses,negative
3807,United,negative,benefits,positive
3809,United,negative,crap,negative
3810,United,negative,nice,positive
3812,United,negative,premier,positive
3813,United,negative,hate,negative
3813,United,negative,ridiculous,negative
3813,United,negative,inflexible,negative
3814,United,negative,bad,negative
3816,United,positive,odd,negative
3818,United,negative,comfort,positive
3818,United,negative,fine,positive
3819,United,negative,honest,positive
3820,United,negative,delays,negative
3820,United,negative,cool,positive
3821,United,negative,deter,negative
3822,United,negative,worth,positive
3824,United,negative,hard,negative
3824,United,negative,impossible,negative
3825,United,positive,amazing,positive
3829,United,negative,damn,negative
3830,United,positive,weird,negative
3833,United,negative,bitch,negative
3836,United,negative,lack,negative
3836,United,negative,astounding,positive
3838,United,negative,free,positive
3839,United,negative,helpless,negative
3841,United,negative,bad,negative
3844,United,negative,fail,negative
3846,United,positive,worries,negative
3846,United,positive,bad,negative
3847,United,negative,excuse,negative
3847,United,negative,terrible,negative
3849,United,negative,dreadful,negative
3849,United,negative,pretend,negative
3850,United,negative,refund,positive
3851,United,negative,complaint,negative
3852,United,negative,breaking,negative
3854,United,neutral,burn,negative
3855,United,negative,worst,negative
